complexity_level,complexity_description,instruction,sql,rejected
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";","SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z LEFT JOIN ""товары"" t ON z.GTIN != t.GTIN z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";","SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z LEFT JOIN ""товары"" t ON z.GTIN != t.GTIN z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";","SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z LEFT JOIN ""товары"" t ON z.GTIN != t.GTIN z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";","SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z LEFT JOIN ""товары"" t ON z.GTIN != t.GTIN z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";","SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z LEFT JOIN ""товары"" t ON z.GTIN != t.GTIN z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";","SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z LEFT JOIN ""товары"" t ON z.GTIN != t.GTIN z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";","SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z LEFT JOIN ""товары"" t ON z.GTIN != t.GTIN z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";","SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z LEFT JOIN ""товары"" t ON z.GTIN != t.GTIN z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";","SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z LEFT JOIN ""товары"" t ON z.GTIN != t.GTIN z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";","SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z LEFT JOIN ""товары"" t ON z.GTIN != t.GTIN z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";","SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z LEFT JOIN ""товары"" t ON z.GTIN != t.GTIN z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";","SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z LEFT JOIN ""товары"" t ON z.GTIN != t.GTIN z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";","SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z LEFT JOIN ""товары"" t ON z.GTIN != t.GTIN z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";","SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z LEFT JOIN ""товары"" t ON z.GTIN != t.GTIN z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";","SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z LEFT JOIN ""товары"" t ON z.GTIN != t.GTIN z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";","SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z LEFT JOIN ""товары"" t ON z.GTIN != t.GTIN z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";","SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z LEFT JOIN ""товары"" t ON z.GTIN != t.GTIN z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";","SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z LEFT JOIN ""товары"" t ON z.GTIN != t.GTIN z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";","SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z LEFT JOIN ""товары"" t ON z.GTIN != t.GTIN z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";","SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z LEFT JOIN ""товары"" t ON z.GTIN != t.GTIN z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";","SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z LEFT JOIN ""товары"" t ON z.GTIN != t.GTIN z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";","SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z LEFT JOIN ""товары"" t ON z.GTIN != t.GTIN z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";","SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z LEFT JOIN ""товары"" t ON z.GTIN != t.GTIN z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";","SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z LEFT JOIN ""товары"" t ON z.GTIN != t.GTIN z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";","SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z LEFT JOIN ""товары"" t ON z.GTIN != t.GTIN z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";","SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z LEFT JOIN ""товары"" t ON z.GTIN != t.GTIN z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";","SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z LEFT JOIN ""товары"" t ON z.GTIN != t.GTIN z.""GTIN"" = t.""GTIN"";"
3,Запросы с объединениями: JOIN между таблицами,Покажи заказы вместе с категорией товара,"SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z JOIN ""товары"" t ON z.""GTIN"" = t.""GTIN"";","SELECT z.""Наименование товара"", t.""Категория"" FROM ""заказы"" z LEFT JOIN ""товары"" t ON z.GTIN != t.GTIN z.""GTIN"" = t.""GTIN"";"
