complexity_level,complexity_description,instruction,sql
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
FROM (
    SELECT ""Наименование товара"", SUM(""Объем товара, шт."") AS total_qty
    FROM ""заказы""
    GROUP BY ""Наименование товара""
) t
WHERE total_qty > (
    SELECT AVG(total_qty) FROM (
        SELECT SUM(""Объем товара, шт."") AS total_qty
        FROM ""заказы""
        GROUP BY ""Наименование товара""
    ) s
);"
5,"Сложные запросы: subqueries, CTE, оконные функции",Найди товары с объемом продаж выше среднего,"SELECT ""Наименование товара""
